estimating workload which takes just one milisecond
end estimation
0	1	1
0	2	2
0	3	3
0	4	4
0	5	5
0	6	6
0	7	7
0	8	8
0	9	9
0	11	10
0	12	11
0	13	12
0	14	13
0	15	14
0	16	15
0	17	16
0	18	17
0	19	18
0	21	19
0	22	20
0	23	21
0	24	22
0	25	23
0	26	24
0	27	25
0	29	26
0	30	27
0	32	28
0	33	29
0	35	30
0	36	31
0	38	32
0	39	33
0	41	34
0	42	35
0	44	36
0	45	37
0	47	38
0	48	39
0	49	40
0	51	41
0	52	42
0	54	43
0	55	44
0	57	45
0	58	46
0	59	47
0	61	48
0	62	49
0	63	50
0	64	51
0	65	52
0	67	53
0	68	54
0	69	55
0	70	56
0	71	57
0	73	58
0	74	59
0	75	60
0	76	61
0	77	62
0	78	63
0	79	64
0	80	65
0	82	66
0	83	67
0	84	68
0	85	69
0	86	70
0	87	71
0	88	72
0	89	73
0	91	74
0	92	75
0	93	76
0	94	77
0	95	78
0	96	79
0	97	80
0	98	81
0	100	82
0	101	83
0	102	84
0	103	85
0	104	86
0	105	87
0	106	88
0	107	89
0	109	90
0	110	91
0	111	92
0	112	93
0	113	94
0	114	95
0	115	96
0	117	97
0	118	98
0	119	99
0	120	100
