estimating workload which takes just one milisecond
end estimation
2	10	1
2	12	2
2	14	3
2	16	4
2	18	5
2	49	6
2	51	7
2	53	8
2	54	9
2	56	10
2	58	11
2	89	12
2	91	13
2	93	14
2	94	15
2	95	16
2	97	17
2	98	18
2	130	19
2	132	20
2	133	21
2	135	22
2	136	23
2	137	24
2	169	25
2	170	26
2	172	27
2	173	28
2	175	29
2	177	30
2	178	31
2	210	32
2	211	33
2	213	34
2	215	35
2	217	36
2	219	37
2	250	38
2	252	39
2	253	40
2	255	41
2	257	42
2	258	43
2	290	44
2	291	45
2	292	46
2	293	47
2	295	48
2	296	49
2	297	50
2	298	51
2	329	52
2	331	53
2	332	54
2	334	55
2	335	56
2	337	57
2	338	58
2	369	59
2	371	60
2	373	61
2	374	62
2	375	63
2	377	64
2	379	65
2	410	66
2	411	67
2	413	68
2	415	69
2	416	70
2	418	71
2	449	72
2	451	73
2	453	74
2	454	75
2	456	76
2	458	77
2	489	78
2	491	79
2	493	80
2	494	81
2	496	82
2	498	83
2	530	84
2	532	85
2	533	86
2	535	87
2	537	88
2	538	89
2	570	90
2	572	91
2	574	92
2	575	93
2	577	94
2	579	95
2	610	96
2	612	97
2	613	98
2	614	99
2	615	100
1	21	1
1	23	2
1	24	3
1	26	4
1	28	5
1	60	6
1	61	7
1	63	8
1	64	9
1	65	10
1	67	11
1	68	12
1	100	13
1	101	14
1	103	15
1	104	16
1	105	17
1	107	18
1	109	19
1	140	20
1	142	21
1	143	22
1	145	23
1	146	24
1	147	25
1	149	26
1	181	27
1	183	28
1	185	29
1	186	30
1	188	31
1	219	32
1	221	33
1	223	34
1	225	35
1	226	36
1	228	37
1	260	38
1	261	39
1	263	40
1	265	41
1	267	42
1	268	43
1	300	44
1	301	45
1	302	46
1	303	47
1	305	48
1	307	49
1	308	50
1	340	51
1	341	52
1	343	53
1	344	54
1	346	55
1	348	56
1	380	57
1	382	58
1	383	59
1	385	60
1	387	61
1	419	62
1	421	63
1	422	64
1	424	65
1	426	66
1	428	67
1	460	68
1	461	69
1	463	70
1	465	71
1	466	72
1	468	73
1	499	74
1	501	75
1	502	76
1	504	77
1	506	78
1	507	79
1	539	80
1	541	81
1	542	82
1	545	83
1	547	84
1	549	85
1	580	86
1	582	87
1	584	88
1	585	89
1	586	90
1	588	91
1	616	92
1	617	93
1	619	94
1	620	95
1	621	96
1	623	97
1	624	98
1	626	99
1	627	100
0	30	1
0	32	2
0	33	3
0	35	4
0	36	5
0	38	6
0	70	7
0	71	8
0	73	9
0	75	10
0	76	11
0	78	12
0	109	13
0	111	14
0	113	15
0	115	16
0	116	17
0	118	18
0	150	19
0	151	20
0	152	21
0	154	22
0	155	23
0	157	24
0	158	25
0	190	26
0	191	27
0	193	28
0	195	29
0	197	30
0	199	31
0	230	32
0	232	33
0	234	34
0	236	35
0	237	36
0	269	37
0	271	38
0	273	39
0	274	40
0	276	41
0	278	42
0	310	43
0	311	44
0	313	45
0	315	46
0	316	47
0	318	48
0	350	49
0	351	50
0	353	51
0	354	52
0	356	53
0	358	54
0	390	55
0	391	56
0	393	57
0	395	58
0	397	59
0	398	60
0	430	61
0	432	62
0	433	63
0	435	64
0	437	65
0	439	66
0	470	67
0	472	68
0	473	69
0	474	70
0	476	71
0	477	72
0	478	73
0	509	74
0	511	75
0	513	76
0	514	77
0	516	78
0	518	79
0	550	80
0	551	81
0	553	82
0	554	83
0	556	84
0	558	85
0	589	86
0	591	87
0	593	88
0	594	89
0	596	90
0	597	91
0	599	92
0	628	93
0	629	94
0	631	95
0	632	96
0	633	97
0	635	98
0	636	99
0	637	100
3	2	1
3	3	2
3	5	3
3	7	4
3	9	5
3	41	6
3	42	7
3	44	8
3	45	9
3	47	10
3	48	11
3	80	12
3	82	13
3	84	14
3	85	15
3	87	16
3	119	17
3	120	18
3	122	19
3	123	20
3	125	21
3	127	22
3	128	23
3	160	24
3	161	25
3	162	26
3	164	27
3	165	28
3	166	29
3	168	30
3	199	31
3	201	32
3	202	33
3	204	34
3	206	35
3	208	36
3	239	37
3	241	38
3	243	39
3	244	40
3	246	41
3	247	42
3	249	43
3	281	44
3	282	45
3	284	46
3	286	47
3	287	48
3	289	49
3	320	50
3	322	51
3	324	52
3	325	53
3	327	54
3	359	55
3	361	56
3	362	57
3	364	58
3	366	59
3	368	60
3	399	61
3	401	62
3	402	63
3	404	64
3	406	65
3	407	66
3	408	67
3	440	68
3	442	69
3	444	70
3	446	71
3	448	72
3	479	73
3	481	74
3	482	75
3	483	76
3	484	77
3	486	78
3	487	79
3	519	80
3	521	81
3	522	82
3	525	83
3	526	84
3	528	85
3	560	86
3	561	87
3	563	88
3	565	89
3	566	90
3	568	91
3	599	92
3	600	93
3	602	94
3	603	95
3	605	96
3	606	97
3	607	98
3	609	99
3	639	100
